# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2011-09-30 09:35:31 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08220000 RIO GRANDE NEAR DEL NORTE, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 08220000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
# 5s	15s	20d	14n	10s
USGS	08220000	2005-07-18	835	A
USGS	08220000	2005-07-19	782	A
USGS	08220000	2005-07-20	728	A
USGS	08220000	2005-07-21	712	A
USGS	08220000	2005-07-22	715	A
USGS	08220000	2005-07-23	697	A
USGS	08220000	2005-07-24	759	A
USGS	08220000	2005-07-25	720	A
USGS	08220000	2005-07-26	748	A
USGS	08220000	2005-07-27	682	A
USGS	08220000	2005-07-28	666	A
USGS	08220000	2005-07-29	606	A
USGS	08220000	2005-07-30	553	A
USGS	08220000	2005-07-31	499	A
USGS	08220000	2005-08-01	464	A
USGS	08220000	2005-08-02	447	A
USGS	08220000	2005-08-03	448	A
USGS	08220000	2005-08-04	467	A
USGS	08220000	2005-08-05	584	A
USGS	08220000	2005-08-06	677	A
USGS	08220000	2005-08-07	633	A
USGS	08220000	2005-08-08	597	A
USGS	08220000	2005-08-09	503	A
USGS	08220000	2005-08-10	469	A
USGS	08220000	2005-08-11	486	A
USGS	08220000	2005-08-12	686	A
USGS	08220000	2005-08-13	734	A
USGS	08220000	2005-08-14	680	A
USGS	08220000	2005-08-15	604	A
USGS	08220000	2005-08-16	582	A
USGS	08220000	2005-08-17	585	A
USGS	08220000	2005-08-18	535	A
USGS	08220000	2005-08-19	514	A
USGS	08220000	2005-08-20	463	A
USGS	08220000	2005-08-21	429	A
USGS	08220000	2005-08-22	413	A
USGS	08220000	2005-08-23	400	A
USGS	08220000	2005-08-24	398	A
USGS	08220000	2005-08-25	396	A
USGS	08220000	2005-08-26	419	A
USGS	08220000	2005-08-27	417	A
USGS	08220000	2005-08-28	426	A
USGS	08220000	2005-08-29	379	A
USGS	08220000	2005-08-30	333	A
USGS	08220000	2005-08-31	292	A
USGS	08220000	2005-09-01	264	A
USGS	08220000	2005-09-02	268	A
USGS	08220000	2005-09-03	293	A
USGS	08220000	2005-09-04	325	A
USGS	08220000	2005-09-05	352	A
USGS	08220000	2005-09-06	339	A
USGS	08220000	2005-09-07	339	A
USGS	08220000	2005-09-08	334	A
USGS	08220000	2005-09-09	359	A
USGS	08220000	2005-09-10	414	A
USGS	08220000	2005-09-11	417	A
USGS	08220000	2005-09-12	365	A
USGS	08220000	2005-09-13	337	A
USGS	08220000	2005-09-14	310	A
USGS	08220000	2005-09-15	309	A
USGS	08220000	2005-09-16	299	A
USGS	08220000	2005-09-17	268	A
USGS	08220000	2005-09-18	239	A
USGS	08220000	2005-09-19	232	A
USGS	08220000	2005-09-20	214	A
USGS	08220000	2005-09-21	217	A
USGS	08220000	2005-09-22	239	A
USGS	08220000	2005-09-23	280	A
USGS	08220000	2005-09-24	325	A
USGS	08220000	2005-09-25	305	A
USGS	08220000	2005-09-26	263	A
USGS	08220000	2005-09-27	247	A
USGS	08220000	2005-09-28	425	A
USGS	08220000	2005-09-29	543	A
USGS	08220000	2005-09-30	671	A
USGS	08220000	2005-10-01	825	A
USGS	08220000	2005-10-02	640	A
USGS	08220000	2005-10-03	541	A
USGS	08220000	2005-10-04	573	A
USGS	08220000	2005-10-05	1050	A
USGS	08220000	2005-10-06	926	A
USGS	08220000	2005-10-07	967	A
USGS	08220000	2005-10-08	777	A
USGS	08220000	2005-10-09	901	A
USGS	08220000	2005-10-10	928	A
USGS	08220000	2005-10-11	826	A
USGS	08220000	2005-10-12	791	A
USGS	08220000	2005-10-13	750	A
USGS	08220000	2005-10-14	723	A
USGS	08220000	2005-10-15	688	A
USGS	08220000	2005-10-16	636	A
USGS	08220000	2005-10-17	602	A
USGS	08220000	2005-10-18	609	A
USGS	08220000	2005-10-19	768	A
USGS	08220000	2005-10-20	850	A
USGS	08220000	2005-10-21	801	A
USGS	08220000	2005-10-22	730	A
USGS	08220000	2005-10-23	692	A
USGS	08220000	2005-10-24	637	A
USGS	08220000	2005-10-25	613	A
USGS	08220000	2005-10-26	606	A
USGS	08220000	2005-10-27	594	A
USGS	08220000	2005-10-28	594	A
USGS	08220000	2005-10-29	578	A
USGS	08220000	2005-10-30	538	A
USGS	08220000	2005-10-31	486	A
USGS	08220000	2005-11-01	462	A
USGS	08220000	2005-11-02	378	A
USGS	08220000	2005-11-03	351	A
USGS	08220000	2005-11-04	325	A
USGS	08220000	2005-11-05	312	A
USGS	08220000	2005-11-06	300	A
USGS	08220000	2005-11-07	310	A
USGS	08220000	2005-11-08	320	A
USGS	08220000	2005-11-09	306	A
USGS	08220000	2005-11-10	304	A
USGS	08220000	2005-11-11	310	A
USGS	08220000	2005-11-12	315	A
USGS	08220000	2005-11-13	295	A
USGS	08220000	2005-11-14	293	A
USGS	08220000	2005-11-15	286	A
USGS	08220000	2005-11-16	217	A
USGS	08220000	2005-11-17	247	A
USGS	08220000	2005-11-18	261	A
USGS	08220000	2005-11-19	256	A
USGS	08220000	2005-11-20	233	A
USGS	08220000	2005-11-21	232	A
USGS	08220000	2005-11-22	239	A
USGS	08220000	2005-11-23	221	A
USGS	08220000	2005-11-24	225	A
USGS	08220000	2005-11-25	222	A
USGS	08220000	2005-11-26	210	A
USGS	08220000	2005-11-27	214	A
USGS	08220000	2005-11-28	172	A
USGS	08220000	2005-11-29	122	A
USGS	08220000	2005-11-30	160	A:e
USGS	08220000	2005-12-01	210	A:e
USGS	08220000	2005-12-02	220	A:e
USGS	08220000	2005-12-03	210	A:e
USGS	08220000	2005-12-04	190	A:e
USGS	08220000	2005-12-05	170	A:e
USGS	08220000	2005-12-06	180	A:e
USGS	08220000	2005-12-07	180	A:e
USGS	08220000	2005-12-08	160	A:e
USGS	08220000	2005-12-09	180	A:e
USGS	08220000	2005-12-10	190	A:e
USGS	08220000	2005-12-11	200	A:e
USGS	08220000	2005-12-12	200	A:e
USGS	08220000	2005-12-13	210	A:e
USGS	08220000	2005-12-14	190	A:e
USGS	08220000	2005-12-15	170	A:e
USGS	08220000	2005-12-16	170	A:e
USGS	08220000	2005-12-17	180	A:e
USGS	08220000	2005-12-18	190	A:e
USGS	08220000	2005-12-19	200	A:e
USGS	08220000	2005-12-20	200	A:e
USGS	08220000	2005-12-21	200	A:e
USGS	08220000	2005-12-22	200	A:e
USGS	08220000	2005-12-23	210	A:e
USGS	08220000	2005-12-24	210	A:e
USGS	08220000	2005-12-25	200	A:e
USGS	08220000	2005-12-26	200	A:e
USGS	08220000	2005-12-27	200	A:e
USGS	08220000	2005-12-28	190	A:e
USGS	08220000	2005-12-29	200	A:e
USGS	08220000	2005-12-30	180	A:e
USGS	08220000	2005-12-31	190	A:e
USGS	08220000	2006-01-01	200	A:e
USGS	08220000	2006-01-02	190	A:e
USGS	08220000	2006-01-03	200	A:e
USGS	08220000	2006-01-04	180	A:e
USGS	08220000	2006-01-05	170	A:e
USGS	08220000	2006-01-06	180	A:e
USGS	08220000	2006-01-07	190	A:e
USGS	08220000	2006-01-08	200	A:e
USGS	08220000	2006-01-09	170	A:e
USGS	08220000	2006-01-10	160	A:e
USGS	08220000	2006-01-11	170	A:e
USGS	08220000	2006-01-12	180	A:e
USGS	08220000	2006-01-13	160	A:e
USGS	08220000	2006-01-14	170	A:e
USGS	08220000	2006-01-15	180	A:e
USGS	08220000	2006-01-16	160	A:e
USGS	08220000	2006-01-17	150	A:e
USGS	08220000	2006-01-18	170	A:e
USGS	08220000	2006-01-19	180	A:e
USGS	08220000	2006-01-20	160	A:e
USGS	08220000	2006-01-21	140	A:e
USGS	08220000	2006-01-22	150	A:e
USGS	08220000	2006-01-23	160	A:e
USGS	08220000	2006-01-24	170	A:e
USGS	08220000	2006-01-25	170	A:e
USGS	08220000	2006-01-26	180	A:e
USGS	08220000	2006-01-27	160	A:e
USGS	08220000	2006-01-28	160	A:e
USGS	08220000	2006-01-29	180	A:e
USGS	08220000	2006-01-30	160	A:e
USGS	08220000	2006-01-31	170	A:e
USGS	08220000	2006-02-01	180	A:e
USGS	08220000	2006-02-02	190	A:e
USGS	08220000	2006-02-03	170	A:e
USGS	08220000	2006-02-04	160	A:e
USGS	08220000	2006-02-05	170	A:e
USGS	08220000	2006-02-06	150	A:e
USGS	08220000	2006-02-07	160	A:e
USGS	08220000	2006-02-08	180	A:e
USGS	08220000	2006-02-09	180	A:e
USGS	08220000	2006-02-10	150	A:e
USGS	08220000	2006-02-11	140	A:e
USGS	08220000	2006-02-12	150	A:e
USGS	08220000	2006-02-13	150	A:e
USGS	08220000	2006-02-14	160	A:e
USGS	08220000	2006-02-15	180	A:e
USGS	08220000	2006-02-16	150	A:e
USGS	08220000	2006-02-17	150	A:e
USGS	08220000	2006-02-18	170	A:e
USGS	08220000	2006-02-19	170	A:e
USGS	08220000	2006-02-20	160	A:e
USGS	08220000	2006-02-21	150	A:e
USGS	08220000	2006-02-22	150	A:e
USGS	08220000	2006-02-23	160	A:e
USGS	08220000	2006-02-24	170	A:e
USGS	08220000	2006-02-25	180	A:e
USGS	08220000	2006-02-26	180	A:e
USGS	08220000	2006-02-27	200	A:e
USGS	08220000	2006-02-28	220	A:e
USGS	08220000	2006-03-01	224	A:e
USGS	08220000	2006-03-02	224	A
USGS	08220000	2006-03-03	216	A
USGS	08220000	2006-03-04	217	A
USGS	08220000	2006-03-05	196	A
USGS	08220000	2006-03-06	205	A
USGS	08220000	2006-03-07	225	A
USGS	08220000	2006-03-08	227	A
USGS	08220000	2006-03-09	188	A
USGS	08220000	2006-03-10	189	A
USGS	08220000	2006-03-11	168	A
USGS	08220000	2006-03-12	172	A
USGS	08220000	2006-03-13	165	A
USGS	08220000	2006-03-14	173	A
USGS	08220000	2006-03-15	183	A
USGS	08220000	2006-03-16	183	A
USGS	08220000	2006-03-17	189	A
USGS	08220000	2006-03-18	195	A
USGS	08220000	2006-03-19	190	A
USGS	08220000	2006-03-20	187	A
USGS	08220000	2006-03-21	165	A
USGS	08220000	2006-03-22	184	A
USGS	08220000	2006-03-23	174	A
USGS	08220000	2006-03-24	178	A
USGS	08220000	2006-03-25	189	A
USGS	08220000	2006-03-26	205	A
USGS	08220000	2006-03-27	206	A
USGS	08220000	2006-03-28	200	A
USGS	08220000	2006-03-29	246	A
USGS	08220000	2006-03-30	338	A
USGS	08220000	2006-03-31	528	A
USGS	08220000	2006-04-01	622	A
USGS	08220000	2006-04-02	621	A
USGS	08220000	2006-04-03	604	A
USGS	08220000	2006-04-04	658	A
USGS	08220000	2006-04-05	590	A
USGS	08220000	2006-04-06	578	A
USGS	08220000	2006-04-07	434	A
USGS	08220000	2006-04-08	451	A
USGS	08220000	2006-04-09	583	A
USGS	08220000	2006-04-10	689	A
USGS	08220000	2006-04-11	654	A
USGS	08220000	2006-04-12	636	A
USGS	08220000	2006-04-13	798	A
USGS	08220000	2006-04-14	978	A
USGS	08220000	2006-04-15	1160	A
USGS	08220000	2006-04-16	1090	A
USGS	08220000	2006-04-17	1130	A
USGS	08220000	2006-04-18	1120	A
USGS	08220000	2006-04-19	983	A
USGS	08220000	2006-04-20	999	A
USGS	08220000	2006-04-21	1040	A
USGS	08220000	2006-04-22	1100	A
USGS	08220000	2006-04-23	1300	A
USGS	08220000	2006-04-24	1410	A
USGS	08220000	2006-04-25	1230	A
USGS	08220000	2006-04-26	1240	A
USGS	08220000	2006-04-27	1350	A
USGS	08220000	2006-04-28	1560	A
USGS	08220000	2006-04-29	1430	A
USGS	08220000	2006-04-30	1340	A
USGS	08220000	2006-05-01	1280	A
USGS	08220000	2006-05-02	1460	A
USGS	08220000	2006-05-03	1770	A
USGS	08220000	2006-05-04	2170	A
USGS	08220000	2006-05-05	2200	A
USGS	08220000	2006-05-06	1850	A
USGS	08220000	2006-05-07	1760	A
USGS	08220000	2006-05-08	1720	A
USGS	08220000	2006-05-09	1930	A
USGS	08220000	2006-05-10	1670	A
USGS	08220000	2006-05-11	1410	A
USGS	08220000	2006-05-12	1310	A
USGS	08220000	2006-05-13	1610	A
USGS	08220000	2006-05-14	2090	A
USGS	08220000	2006-05-15	2620	A
USGS	08220000	2006-05-16	3140	A
USGS	08220000	2006-05-17	3200	A
USGS	08220000	2006-05-18	3070	A
USGS	08220000	2006-05-19	3250	A
USGS	08220000	2006-05-20	3270	A
USGS	08220000	2006-05-21	3250	A
USGS	08220000	2006-05-22	3350	A
USGS	08220000	2006-05-23	3440	A
USGS	08220000	2006-05-24	3440	A
USGS	08220000	2006-05-25	3440	A
USGS	08220000	2006-05-26	3340	A
USGS	08220000	2006-05-27	3240	A
USGS	08220000	2006-05-28	2860	A
USGS	08220000	2006-05-29	2370	A
USGS	08220000	2006-05-30	1970	A
USGS	08220000	2006-05-31	1980	A
USGS	08220000	2006-06-01	2420	A
USGS	08220000	2006-06-02	2780	A
USGS	08220000	2006-06-03	2690	A
USGS	08220000	2006-06-04	2730	A
USGS	08220000	2006-06-05	2750	A
USGS	08220000	2006-06-06	2740	A
USGS	08220000	2006-06-07	2700	A
USGS	08220000	2006-06-08	2560	A
USGS	08220000	2006-06-09	2580	A
USGS	08220000	2006-06-10	2270	A
USGS	08220000	2006-06-11	2080	A
USGS	08220000	2006-06-12	1630	A
USGS	08220000	2006-06-13	1200	A
USGS	08220000	2006-06-14	1030	A
USGS	08220000	2006-06-15	1030	A
USGS	08220000	2006-06-16	1000	A
USGS	08220000	2006-06-17	946	A
USGS	08220000	2006-06-18	722	A
USGS	08220000	2006-06-19	656	A
USGS	08220000	2006-06-20	644	A
USGS	08220000	2006-06-21	602	A
USGS	08220000	2006-06-22	644	A
USGS	08220000	2006-06-23	605	A
USGS	08220000	2006-06-24	531	A
USGS	08220000	2006-06-25	477	A
USGS	08220000	2006-06-26	483	A
USGS	08220000	2006-06-27	520	A
USGS	08220000	2006-06-28	534	A
USGS	08220000	2006-06-29	520	A
USGS	08220000	2006-06-30	452	A
USGS	08220000	2006-07-01	423	A
USGS	08220000	2006-07-02	421	A
USGS	08220000	2006-07-03	501	A
USGS	08220000	2006-07-04	512	A
USGS	08220000	2006-07-05	466	A
USGS	08220000	2006-07-06	641	A
USGS	08220000	2006-07-07	791	A
USGS	08220000	2006-07-08	929	A
USGS	08220000	2006-07-09	1220	A
USGS	08220000	2006-07-10	1070	A
USGS	08220000	2006-07-11	981	A
USGS	08220000	2006-07-12	834	A
USGS	08220000	2006-07-13	729	A
USGS	08220000	2006-07-14	653	A
USGS	08220000	2006-07-15	548	A
USGS	08220000	2006-07-16	504	A
USGS	08220000	2006-07-17	466	A
USGS	08220000	2006-07-18	452	A
USGS	08220000	2006-07-19	449	A
USGS	08220000	2006-07-20	471	A
USGS	08220000	2006-07-21	446	A
USGS	08220000	2006-07-22	428	A
USGS	08220000	2006-07-23	510	A
USGS	08220000	2006-07-24	484	A
USGS	08220000	2006-07-25	545	A
USGS	08220000	2006-07-26	610	A
USGS	08220000	2006-07-27	558	A
USGS	08220000	2006-07-28	519	A
USGS	08220000	2006-07-29	477	A
USGS	08220000	2006-07-30	486	A
USGS	08220000	2006-07-31	467	A
USGS	08220000	2006-08-01	541	A
USGS	08220000	2006-08-02	533	A
USGS	08220000	2006-08-03	558	A
USGS	08220000	2006-08-04	579	A
USGS	08220000	2006-08-05	616	A
USGS	08220000	2006-08-06	664	A
USGS	08220000	2006-08-07	953	A
USGS	08220000	2006-08-08	1160	A
USGS	08220000	2006-08-09	1290	A
USGS	08220000	2006-08-10	1170	A
USGS	08220000	2006-08-11	1160	A
USGS	08220000	2006-08-12	1030	A
USGS	08220000	2006-08-13	1000	A
USGS	08220000	2006-08-14	936	A
USGS	08220000	2006-08-15	894	A
USGS	08220000	2006-08-16	976	A
USGS	08220000	2006-08-17	899	A
USGS	08220000	2006-08-18	818	A
USGS	08220000	2006-08-19	752	A
USGS	08220000	2006-08-20	783	A
USGS	08220000	2006-08-21	754	A
USGS	08220000	2006-08-22	702	A
USGS	08220000	2006-08-23	662	A
USGS	08220000	2006-08-24	634	A
USGS	08220000	2006-08-25	660	A
USGS	08220000	2006-08-26	801	A
USGS	08220000	2006-08-27	869	A
USGS	08220000	2006-08-28	827	A
USGS	08220000	2006-08-29	839	A
USGS	08220000	2006-08-30	728	A
USGS	08220000	2006-08-31	616	A
USGS	08220000	2006-09-01	576	A
USGS	08220000	2006-09-02	564	A
USGS	08220000	2006-09-03	552	A
USGS	08220000	2006-09-04	519	A
USGS	08220000	2006-09-05	472	A
USGS	08220000	2006-09-06	433	A
USGS	08220000	2006-09-07	433	A
USGS	08220000	2006-09-08	530	A
USGS	08220000	2006-09-09	606	A
USGS	08220000	2006-09-10	581	A
USGS	08220000	2006-09-11	579	A
USGS	08220000	2006-09-12	526	A
USGS	08220000	2006-09-13	463	A
USGS	08220000	2006-09-14	437	A
USGS	08220000	2006-09-15	517	A
USGS	08220000	2006-09-16	720	A
USGS	08220000	2006-09-17	727	A
USGS	08220000	2006-09-18	643	A
USGS	08220000	2006-09-19	570	A
USGS	08220000	2006-09-20	525	A
USGS	08220000	2006-09-21	557	A
USGS	08220000	2006-09-22	625	A
USGS	08220000	2006-09-23	648	A
USGS	08220000	2006-09-24	677	A
USGS	08220000	2006-09-25	669	A
USGS	08220000	2006-09-26	626	A
USGS	08220000	2006-09-27	603	A
USGS	08220000	2006-09-28	618	A
USGS	08220000	2006-09-29	609	A
USGS	08220000	2006-09-30	576	A
USGS	08220000	2006-10-01	547	A
USGS	08220000	2006-10-02	533	A
USGS	08220000	2006-10-03	524	A
USGS	08220000	2006-10-04	531	A
USGS	08220000	2006-10-05	535	A
USGS	08220000	2006-10-06	756	A
USGS	08220000	2006-10-07	2470	A
USGS	08220000	2006-10-08	2920	A
USGS	08220000	2006-10-09	2810	A
USGS	08220000	2006-10-10	2820	A
USGS	08220000	2006-10-11	2630	A
USGS	08220000	2006-10-12	2390	A
USGS	08220000	2006-10-13	2010	A
USGS	08220000	2006-10-14	1560	A
USGS	08220000	2006-10-15	1840	A
USGS	08220000	2006-10-16	2020	A
USGS	08220000	2006-10-17	1930	A
USGS	08220000	2006-10-18	1700	A
USGS	08220000	2006-10-19	1480	A
USGS	08220000	2006-10-20	1390	A
USGS	08220000	2006-10-21	1330	A
USGS	08220000	2006-10-22	1230	A
USGS	08220000	2006-10-23	1170	A
USGS	08220000	2006-10-24	1180	A
USGS	08220000	2006-10-25	1130	A
USGS	08220000	2006-10-26	1070	A
USGS	08220000	2006-10-27	953	A
USGS	08220000	2006-10-28	966	A
USGS	08220000	2006-10-29	888	A
USGS	08220000	2006-10-30	833	A
USGS	08220000	2006-10-31	795	A
USGS	08220000	2006-11-01	684	A
USGS	08220000	2006-11-02	564	A
USGS	08220000	2006-11-03	542	A
USGS	08220000	2006-11-04	522	A
USGS	08220000	2006-11-05	507	A
USGS	08220000	2006-11-06	484	A
USGS	08220000	2006-11-07	476	A
USGS	08220000	2006-11-08	461	A
USGS	08220000	2006-11-09	450	A
USGS	08220000	2006-11-10	432	A
USGS	08220000	2006-11-11	372	A
USGS	08220000	2006-11-12	418	A
USGS	08220000	2006-11-13	362	A
USGS	08220000	2006-11-14	378	A
USGS	08220000	2006-11-15	350	A
USGS	08220000	2006-11-16	342	A
USGS	08220000	2006-11-17	404	A
USGS	08220000	2006-11-18	389	A
USGS	08220000	2006-11-19	355	A
USGS	08220000	2006-11-20	336	A
USGS	08220000	2006-11-21	337	A
USGS	08220000	2006-11-22	329	A
USGS	08220000	2006-11-23	328	A
USGS	08220000	2006-11-24	313	A
USGS	08220000	2006-11-25	321	A
USGS	08220000	2006-11-26	318	A
USGS	08220000	2006-11-27	269	A
USGS	08220000	2006-11-28	260	A:e
USGS	08220000	2006-11-29	200	A:e
USGS	08220000	2006-11-30	160	A:e
USGS	08220000	2006-12-01	170	A:e
USGS	08220000	2006-12-02	165	A:e
USGS	08220000	2006-12-03	160	A:e
USGS	08220000	2006-12-04	175	A:e
USGS	08220000	2006-12-05	190	A:e
USGS	08220000	2006-12-06	210	A:e
USGS	08220000	2006-12-07	230	A:e
USGS	08220000	2006-12-08	220	A:e
USGS	08220000	2006-12-09	220	A:e
USGS	08220000	2006-12-10	230	A:e
USGS	08220000	2006-12-11	230	A:e
USGS	08220000	2006-12-12	220	A:e
USGS	08220000	2006-12-13	220	A:e
USGS	08220000	2006-12-14	230	A:e
USGS	08220000	2006-12-15	250	A:e
USGS	08220000	2006-12-16	260	A:e
USGS	08220000	2006-12-17	250	A:e
USGS	08220000	2006-12-18	230	A:e
USGS	08220000	2006-12-19	230	A:e
USGS	08220000	2006-12-20	220	A:e
USGS	08220000	2006-12-21	210	A:e
USGS	08220000	2006-12-22	190	A:e
USGS	08220000	2006-12-23	200	A:e
USGS	08220000	2006-12-24	210	A:e
USGS	08220000	2006-12-25	210	A:e
USGS	08220000	2006-12-26	210	A:e
USGS	08220000	2006-12-27	240	A:e
USGS	08220000	2006-12-28	250	A:e
USGS	08220000	2006-12-29	250	A:e
USGS	08220000	2006-12-30	260	A:e
USGS	08220000	2006-12-31	250	A:e
USGS	08220000	2007-01-01	240	A:e
USGS	08220000	2007-01-02	230	A:e
USGS	08220000	2007-01-03	220	A:e
USGS	08220000	2007-01-04	230	A:e
USGS	08220000	2007-01-05	220	A:e
USGS	08220000	2007-01-06	200	A:e
USGS	08220000	2007-01-07	190	A:e
USGS	08220000	2007-01-08	180	A:e
USGS	08220000	2007-01-09	180	A:e
USGS	08220000	2007-01-10	190	A:e
USGS	08220000	2007-01-11	200	A:e
USGS	08220000	2007-01-12	210	A:e
USGS	08220000	2007-01-13	220	A:e
USGS	08220000	2007-01-14	220	A:e
USGS	08220000	2007-01-15	220	A:e
USGS	08220000	2007-01-16	220	A:e
USGS	08220000	2007-01-17	200	A:e
USGS	08220000	2007-01-18	180	A:e
USGS	08220000	2007-01-19	190	A:e
USGS	08220000	2007-01-20	190	A:e
USGS	08220000	2007-01-21	200	A:e
USGS	08220000	2007-01-22	200	A:e
USGS	08220000	2007-01-23	190	A:e
USGS	08220000	2007-01-24	190	A:e
USGS	08220000	2007-01-25	200	A:e
USGS	08220000	2007-01-26	200	A:e
USGS	08220000	2007-01-27	200	A:e
USGS	08220000	2007-01-28	200	A:e
USGS	08220000	2007-01-29	200	A:e
USGS	08220000	2007-01-30	200	A:e
USGS	08220000	2007-01-31	200	A:e
USGS	08220000	2007-02-01	200	A:e
USGS	08220000	2007-02-02	190	A:e
USGS	08220000	2007-02-03	190	A:e
USGS	08220000	2007-02-04	180	A:e
USGS	08220000	2007-02-05	180	A:e
USGS	08220000	2007-02-06	190	A:e
USGS	08220000	2007-02-07	190	A:e
USGS	08220000	2007-02-08	190	A:e
USGS	08220000	2007-02-09	190	A:e
USGS	08220000	2007-02-10	200	A:e
USGS	08220000	2007-02-11	200	A:e
USGS	08220000	2007-02-12	200	A:e
USGS	08220000	2007-02-13	200	A:e
USGS	08220000	2007-02-14	190	A:e
USGS	08220000	2007-02-15	190	A:e
USGS	08220000	2007-02-16	190	A:e
USGS	08220000	2007-02-17	190	A:e
USGS	08220000	2007-02-18	200	A:e
USGS	08220000	2007-02-19	200	A:e
USGS	08220000	2007-02-20	200	A:e
USGS	08220000	2007-02-21	200	A:e
USGS	08220000	2007-02-22	200	A:e
USGS	08220000	2007-02-23	200	A:e
USGS	08220000	2007-02-24	190	A:e
USGS	08220000	2007-02-25	180	A:e
USGS	08220000	2007-02-26	180	A:e
USGS	08220000	2007-02-27	180	A:e
USGS	08220000	2007-02-28	180	A:e
USGS	08220000	2007-03-01	170	A:e
USGS	08220000	2007-03-02	160	A:e
USGS	08220000	2007-03-03	160	A:e
USGS	08220000	2007-03-04	180	A:e
USGS	08220000	2007-03-05	200	A:e
USGS	08220000	2007-03-06	230	A:e
USGS	08220000	2007-03-07	270	A:e
USGS	08220000	2007-03-08	320	A:e
USGS	08220000	2007-03-09	370	A:e
USGS	08220000	2007-03-10	380	A:e
USGS	08220000	2007-03-11	390	A:e
USGS	08220000	2007-03-12	400	A:e
USGS	08220000	2007-03-13	460	A:e
USGS	08220000	2007-03-14	560	A:e
USGS	08220000	2007-03-15	700	A:e
USGS	08220000	2007-03-16	740	A:e
USGS	08220000	2007-03-17	750	A:e
USGS	08220000	2007-03-18	780	A:e
USGS	08220000	2007-03-19	781	A
USGS	08220000	2007-03-20	740	A
USGS	08220000	2007-03-21	742	A
USGS	08220000	2007-03-22	698	A
USGS	08220000	2007-03-23	684	A
USGS	08220000	2007-03-24	621	A
USGS	08220000	2007-03-25	555	A
USGS	08220000	2007-03-26	568	A
USGS	08220000	2007-03-27	606	A
USGS	08220000	2007-03-28	635	A
USGS	08220000	2007-03-29	532	A
USGS	08220000	2007-03-30	515	A
USGS	08220000	2007-03-31	505	A
USGS	08220000	2007-04-01	495	A
USGS	08220000	2007-04-02	501	A
USGS	08220000	2007-04-03	535	A
USGS	08220000	2007-04-04	611	A
USGS	08220000	2007-04-05	660	A
USGS	08220000	2007-04-06	738	A
USGS	08220000	2007-04-07	886	A
USGS	08220000	2007-04-08	985	A
USGS	08220000	2007-04-09	983	A
USGS	08220000	2007-04-10	1060	A
USGS	08220000	2007-04-11	909	A
USGS	08220000	2007-04-12	876	A
USGS	08220000	2007-04-13	832	A
USGS	08220000	2007-04-14	748	A
USGS	08220000	2007-04-15	802	A
USGS	08220000	2007-04-16	831	A
USGS	08220000	2007-04-17	810	A
USGS	08220000	2007-04-18	840	A
USGS	08220000	2007-04-19	866	A
USGS	08220000	2007-04-20	883	A
USGS	08220000	2007-04-21	958	A
USGS	08220000	2007-04-22	913	A
USGS	08220000	2007-04-23	949	A
USGS	08220000	2007-04-24	925	A
USGS	08220000	2007-04-25	864	A
USGS	08220000	2007-04-26	895	A
USGS	08220000	2007-04-27	920	A
USGS	08220000	2007-04-28	1150	A
USGS	08220000	2007-04-29	1680	A
USGS	08220000	2007-04-30	2390	A
USGS	08220000	2007-05-01	2780	A
USGS	08220000	2007-05-02	2970	A
USGS	08220000	2007-05-03	2960	A
USGS	08220000	2007-05-04	2710	A
USGS	08220000	2007-05-05	2180	A
USGS	08220000	2007-05-06	1810	A
USGS	08220000	2007-05-07	1660	A
USGS	08220000	2007-05-08	1510	A
USGS	08220000	2007-05-09	1560	A
USGS	08220000	2007-05-10	1650	A
USGS	08220000	2007-05-11	2160	A
USGS	08220000	2007-05-12	2930	A
USGS	08220000	2007-05-13	3700	A
USGS	08220000	2007-05-14	4190	A
USGS	08220000	2007-05-15	4240	A
USGS	08220000	2007-05-16	4290	A
USGS	08220000	2007-05-17	4130	A
USGS	08220000	2007-05-18	3750	A
USGS	08220000	2007-05-19	4150	A
USGS	08220000	2007-05-20	4640	A
USGS	08220000	2007-05-21	4520	A
USGS	08220000	2007-05-22	4480	A
USGS	08220000	2007-05-23	3940	A
USGS	08220000	2007-05-24	3270	A
USGS	08220000	2007-05-25	2840	A
USGS	08220000	2007-05-26	2490	A
USGS	08220000	2007-05-27	2550	A
USGS	08220000	2007-05-28	2800	A
USGS	08220000	2007-05-29	3470	A
